gene,drug,score,source
TP53,CARBOPLATIN,0.0094,DRIVER
TP53,BITHIONOL,0.0048,DRIVER
TP53,PHENETHYLISOTHIOCYANATE,0.0289,DRIVER
TP53,DAUNORUBICIN HYDROCHLORIDE,0.0035,DRIVER
TP53,GRANISETRON,0.0105,DRIVER
TP53,APG115,0.0577,DRIVER
TP53,4-METHOXYDALBERGIONE,0.0128,DRIVER
TP53,DIHYDROGAMBOGIC ACID,0.0105,DRIVER
TP53,METHYLPREDNISOLONE,0.0192,DRIVER
XPC,DOXORUBICIN HYDROCHLORIDE,0.7055,SURFACE
YBX1,ABIRATERONE ACETATE,7.4577,SURFACE
TGFB1,INTERFERON ALFA-2B,0.1264,SURFACE
TGFB1,PIOGLITAZONE HYDROCHLORIDE,0.1041,SURFACE
TGFB1,SILYMARIN,0.5899,SURFACE
TGFB1,RITUXIMAB,0.0983,SURFACE
TGFB1,VERAPAMIL,0.0197,SURFACE
TGFB1,PROTEASOME INHIBITOR,0.0885,SURFACE
TGFB1,FRESOLIMUMAB,0.8848,SURFACE
TGFB1,ATENOLOL,0.0492,SURFACE
TGFB1,BINTRAFUSP ALFA,0.3539,SURFACE
TGFB1,NISEVOKITUG,0.8848,SURFACE
TGFB1,LUSPATERCEPT,0.2212,SURFACE
TGFB1,TRETINOIN,0.0194,SURFACE
TGFB1,HYDROCORTISONE BUTYRATE,0.0421,SURFACE
TGFB1,VITAMIN E,0.1106,SURFACE
TGFB1,IRINOTECAN HYDROCHLORIDE,0.0281,SURFACE
TGFB1,INOSITOL,0.118,SURFACE
TGFB1,NICOTINE POLACRILEX,0.0385,SURFACE
TGFB1,FENRETINIDE,0.0655,SURFACE
TGFB1,MELATONIN,0.061,SURFACE
TGFB1,ISOTRETINOIN,0.1106,SURFACE
TGFB1,VACTOSERTIB,0.4424,SURFACE
TGFB1,TRIAMCINOLONE,0.0769,SURFACE
TGFB1,TAMOXIFEN,0.0272,SURFACE
TGFB1,ADRIAMYCIN,0.0931,SURFACE
TGFB1,HEPARAN SULFATE,0.1475,SURFACE
TGFB1,GOSSYPOL,0.0369,SURFACE
TGFB1,TCDD,0.0708,SURFACE
TGFB1,AMIFOSTINE ANHYDROUS,0.3539,SURFACE
TGFB1,RAMIPRIL,0.2949,SURFACE
TGFB1,ANTIOXIDANT,0.0843,SURFACE
TGFB1,SOTATERCEPT,0.2949,SURFACE
TGFB1,ASPIRIN,0.0199,SURFACE
TGFB1,GALUNISERTIB,0.1475,SURFACE
TGFB1,KEYHOLE LIMPET HEMOCYANIN,0.4424,SURFACE
TGFB1,PIRFENIDONE,0.3792,SURFACE
TGFB1,H2O2,0.0681,SURFACE
TGFB1,THERAPEUTIC ANDROGEN,0.1041,SURFACE
TGFB1,SANDOSTATIN,0.8848,SURFACE
TGFB1,BROXURIDINE,0.1475,SURFACE
TGFB1,DISITERTIDE,1.7696,SURFACE
TGFB1,ETOPOSIDE,0.0305,SURFACE
TGFB1,GALLIUM NITRATE,0.2528,SURFACE
TGFB1,TOREMIFENE,0.1361,SURFACE
TGFB1,FRESOLIMUMAB,0.2949,SURFACE
TGFB1,GENISTEIN,0.0305,SURFACE
TGFB1,TESTOSTERONE,0.0454,SURFACE
TGFB1,IDOXURIDINE,1.7696,SURFACE
TGFB1,RETINOIC ACID AGENT,0.0571,SURFACE
TGFB1,EMODIN,0.0681,SURFACE
TGFB1,DOXORUBICIN HYDROCHLORIDE,0.012,SURFACE
TGFB1,LY-2382770,0.4424,SURFACE
TGFB1,METELIMUMAB,0.4424,SURFACE
TGFB1,ALPHA-TOCOPHEROL,0.1609,SURFACE
TGFB1,GLATIRAMER,0.2528,SURFACE
TGFB1,ANTISENSE OLIGONUCLEOTIDES,0.0536,SURFACE
TGFB1,STREPTOZOCIN,0.0385,SURFACE
TGFB1,ESTRADIOL VALERATE,0.0377,SURFACE
TGFB1,BOVINE CARTILAGE,0.8848,SURFACE
TGFB1,CLADRIBINE,0.118,SURFACE
YES1,SB203580,0.0087,SURFACE
YES1,SB-633825,0.251,SURFACE
YES1,GW643971X,0.251,SURFACE
YES1,GSK-1023156A,0.251,SURFACE
YES1,GW300660X,0.251,SURFACE
YES1,GSK-1030061A,0.251,SURFACE
YES1,GW631581B,0.251,SURFACE
YES1,GW434756X,0.251,SURFACE
YES1,GW828525X,0.251,SURFACE
YES1,GW441756X,0.0039,SURFACE
YES1,GW779439X,0.251,SURFACE
YES1,GW795493X,0.251,SURFACE
YES1,GW780159X,0.251,SURFACE
YES1,GW581744X,0.251,SURFACE
YES1,SB220025,0.0081,SURFACE
YES1,SB202190,0.007,SURFACE
YES1,GW572401X,0.251,SURFACE
YES1,GW876790X,0.251,SURFACE
YES1,DASATINIB ANHYDROUS,0.0132,SURFACE
YES1,GW837331X,0.251,SURFACE
YES1,GW680191X,0.251,SURFACE
YES1,SKF-86002,0.1255,SURFACE
YES1,AZ628,0.0627,SURFACE
YES1,GW832467X,0.251,SURFACE
YES1,GW301784X,0.251,SURFACE
YES1,SORAFENIB,0.0022,SURFACE
YES1,GSK-586581A,0.251,SURFACE
YES1,GSK-466314A,0.251,SURFACE
YES1,GW621970X,0.251,SURFACE
YES1,NSC-663284,0.0359,SURFACE
YES1,GW642125X,0.251,SURFACE
YES1,GW678313X,0.251,SURFACE
YES1,QUERCETIN,0.0032,SURFACE
YES1,GW782612X,0.251,SURFACE
YES1,PICTILISIB,0.0076,SURFACE
YES1,GW300657X,0.251,SURFACE
YES1,CUDC-101,0.0179,SURFACE
YES1,5Z-7-OXOZEAENOL,0.1255,SURFACE
YES1,MP-412,0.0837,SURFACE
YES1,GW874091X,0.251,SURFACE
YES1,DORSOMORPHIN,0.251,SURFACE
YES1,JNJ-26483327,0.0558,SURFACE
YES1,GW279320X,0.251,SURFACE
YES1,GSK-711701A,0.251,SURFACE
YES1,PD-0166285,0.0048,SURFACE
YES1,GW559768X,0.0502,SURFACE
YES1,GSK-466317A,0.251,SURFACE
YES1,MOTESANIB,0.0228,SURFACE
YES1,BMS-509744,0.1255,SURFACE
YES1,GW786460X,0.251,SURFACE
YES1,TIVOZANIB,0.0279,SURFACE
YES1,LENVATINIB,0.0132,SURFACE
YES1,MITOXANTRONE,0.0057,SURFACE
YES1,GW785804X,0.251,SURFACE
YES1,VEMURAFENIB,0.0068,SURFACE
YES1,GW703087X,0.251,SURFACE
YES1,GSK-1030058A,0.251,SURFACE
YES1,GW282974X,0.0314,SURFACE
YES1,MASITINIB,0.0148,SURFACE
YES1,GW810372X,0.251,SURFACE
YES1,GW805758X,0.251,SURFACE
YES1,JNJ-7706621,0.0046,SURFACE
YES1,AXITINIB,0.012,SURFACE
YES1,GW809897X,0.251,SURFACE
YES1,PIOGLITAZONE HYDROCHLORIDE,0.0148,SURFACE
YES1,GSK-1030062A,0.251,SURFACE
YES1,PONATINIB,0.0097,SURFACE
YES1,BX-795,0.0279,SURFACE
YES1,GSK-270822A,0.251,SURFACE
YES1,CEDIRANIB,0.0045,SURFACE
YES1,AT-7519,0.012,SURFACE
YES1,BMS-777607,0.1255,SURFACE
YES1,GW589933X,0.251,SURFACE
YES1,GSK-319347A,0.251,SURFACE
YES1,DORAMAPIMOD,0.0109,SURFACE
YES1,SARACATINIB,0.0193,SURFACE
YES1,REBASTINIB,0.0502,SURFACE
YES1,GW827106X,0.251,SURFACE
YES1,VANDETANIB,0.0043,SURFACE
YES1,IMATINIB,0.0035,SURFACE
YES1,GW819077X,0.251,SURFACE
YES1,DOVITINIB,0.0025,SURFACE
YES1,NVP-TAE684,0.0024,SURFACE
YES1,GOSSYPOL,0.0052,SURFACE
YES1,GW695874X,0.251,SURFACE
YES1,GW827099X,0.251,SURFACE
YES1,GW827102X,0.251,SURFACE
YES1,SILMITASERTIB,0.0359,SURFACE
YES1,COMPOUND 27 [PMID: 24900635],0.1255,SURFACE
YES1,GW561436X,0.251,SURFACE
YES1,GW280670X,0.251,SURFACE
YES1,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",0.0105,SURFACE
YES1,PURVALANOL B,0.0627,SURFACE
YES1,IBRUTINIB,0.0074,SURFACE
YES1,MIDOSTAURIN,0.0072,SURFACE
YES1,GW827105X,0.251,SURFACE
YES1,SEMAXANIB,0.0148,SURFACE
YES1,ENMD-2076,0.0081,SURFACE
YES1,GSK-718429A,0.251,SURFACE
YES1,GW711782X,0.251,SURFACE
YES1,GW831090X,0.251,SURFACE
YES1,GSK-300014A,0.251,SURFACE
YES1,NAVITOCLAX,0.0157,SURFACE
YES1,TAMATINIB,0.0031,SURFACE
YES1,GW305074X,0.0627,SURFACE
YES1,GW861893X,0.251,SURFACE
YES1,CLADRIBINE,0.0167,SURFACE
YES1,TOFACITINIB,0.0179,SURFACE
YES1,MLKL COMPOUND 1,0.0837,SURFACE
YES1,GSK-299115A,0.251,SURFACE
YES1,ENTINOSTAT,0.012,SURFACE
YES1,PLX-4720,0.251,SURFACE
YES1,FORETINIB,0.0132,SURFACE
YES1,GW819230X,0.251,SURFACE
YES1,XL-228,0.0209,SURFACE
YES1,PAZOPANIB,0.0044,SURFACE
YES1,TG100-801,0.0157,SURFACE
YES1,GW831091X,0.251,SURFACE
YES1,GW621431X,0.251,SURFACE
YES1,GW784684X,0.251,SURFACE
YES1,GW780056X,0.251,SURFACE
YES1,TOZASERTIB,0.0034,SURFACE
YES1,GW801372X,0.251,SURFACE
YES1,GW580509X,0.251,SURFACE
YES1,PD173074,0.0314,SURFACE
YES1,GW679410X,0.251,SURFACE
YES1,PF-562271,0.0023,SURFACE
YES1,LINIFANIB,0.0031,SURFACE
YES1,GSK-312948A,0.251,SURFACE
YES1,GW775608X,0.1255,SURFACE
YES1,PHA-793887,0.012,SURFACE
YES1,CANERTINIB,0.0359,SURFACE
YES1,GW833373X,0.251,SURFACE
YES1,GW680975X,0.251,SURFACE
YES1,CYC-116,0.0026,SURFACE
YES1,LAPATINIB,0.0081,SURFACE
YES1,REGORAFENIB,0.0076,SURFACE
YES1,GSK-1000163A,0.251,SURFACE
YES1,CHIR-265,0.0502,SURFACE
YES1,GW612286X,0.251,SURFACE
YES1,CP-547632,0.0057,SURFACE
YES1,GW829115X,0.251,SURFACE
YES1,HESPERADIN,0.0063,SURFACE
YES1,CABOZANTINIB S-MALATE,0.0114,SURFACE
YES1,GSK-180736A,0.251,SURFACE
YES1,GW301888X,0.251,SURFACE
YES1,GW852849X,0.251,SURFACE
YES1,SUNITINIB,0.0052,SURFACE
YES1,ILORASERTIB,0.0022,SURFACE
YES1,GW642138X,0.251,SURFACE
YES1,FALNIDAMOL,0.0502,SURFACE
YES1,ALISERTIB,0.0052,SURFACE
YES1,GEFITINIB,0.0037,SURFACE
YES1,ADAVOSERTIB,0.009,SURFACE
YES1,SGI-1776,0.0418,SURFACE
YES1,GSK-625137A,0.251,SURFACE
YES1,GW827396X,0.251,SURFACE
YES1,GW284372X,0.251,SURFACE
YES1,GW290597X,0.251,SURFACE
YES1,ENMD-981693,0.0132,SURFACE
YES1,GW829055X,0.251,SURFACE
YES1,GW829906X,0.251,SURFACE
YES1,AG14361,0.1255,SURFACE
YES1,AZD-7762,0.1255,SURFACE
YES1,MOMELOTINIB,0.0193,SURFACE
YES1,GW682841X,0.251,SURFACE
YES1,RUCAPARIB,0.0105,SURFACE
YES1,GW856804X,0.251,SURFACE
YES1,GW627512B,0.251,SURFACE
YES1,GW795486X,0.251,SURFACE
YES1,AT9283,0.0228,SURFACE
YES1,ABT702,0.0627,SURFACE
YES1,NERATINIB,0.0167,SURFACE
YES1,ERLOTINIB,0.0045,SURFACE
YES1,GW513184X,0.251,SURFACE
XBP1,ANGUSTIBALIN,0.2373,SURFACE
XBP1,PROTOAPIGENONE,0.1864,SURFACE
XBP1,DITHIAZANINE IODIDE,0.2008,SURFACE
XBP1,VALPROIC ACID,0.0916,SURFACE
XBP1,ISOVELLERAL,0.1631,SURFACE
XBP1,GARCINONE E,0.261,SURFACE
XBP1,CALCIMYCIN,0.1374,SURFACE
XBP1,GRINIMIBINE,0.522,SURFACE
XBP1,HELENALIN,0.1631,SURFACE
XBP1,FLUSPIRILENE,0.1186,SURFACE
XBP1,PIMOZIDE,0.0768,SURFACE
TMEM167A,FLUOROURACIL,0.9001,SURFACE
UTRN,ENZYME INHIBITOR,4.3503,SURFACE
UTRN,EZUTROMID,26.1019,SURFACE
UBE2K,HISTIDINE,2.1752,SURFACE
UBE2K,DEXTROAMPHETAMINE SULFATE,0.9159,SURFACE
UBE2K,HISTAMINE,1.3386,SURFACE
TXNIP,RECOMBINANT FAS LIGAND,26.1019,SURFACE
TPP1,CERLIPONASE ALFA,156.6114,SURFACE
TEP1,HTERT VACCINE V934/V935,17.4013,MUT
TGFBR1,4-(3-PYRIDIN-2-YL-1H-PYRAZOL-4-YL)QUINOLINE,2.9831,SURFACE
TGFBR1,VACTOSERTIB,7.4577,SURFACE
TGFBR1,LY-2382770,3.7288,SURFACE
TGFBR1,METELIMUMAB,3.7288,SURFACE
TGFBR1,HESPERADIN,0.1864,SURFACE
TGFBR1,TGFBETA INHIBITOR LY3200882,7.4577,SURFACE
TGFBR1,GALUNISERTIB,2.4859,SURFACE
